PATCH,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11881732982116E-05,0,0,0,0,0,0,0,0,0.0008859204,0.029741724,0.0903424048,0,0,0,0,0,0,0,0.0007348866,0.0845728832,1,0,0,0,0,0,0,0,0.000242491,0.0229370609,0.0665799482,0,0,0,0,0,0,0,0,0,5.5505812140275E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001420107,0.0010692246,0,0,0,0,0,0,0,0,0.0293223299,0.0162128337,0,0,0,0,0,0,0,0,1,0.0334891935,6.01475913321535E-06,0,0,0,0,0,0,0,0.0318873019,0.0122853234,0.0001440062,0,0,0,0,0,0,0,9.31323782483306E-07,6.48131798176784E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010627511,0.0012887432,0.0001008255,0,0,0,0,0,0,0,0.0179925954,0.0503659013,0.0151466012,0.000783792,0,0,0,0,0,0,0.0334891935,1,0.0460789467,0.0015713751,0,0,0,0,0,0,0.0217844803,0.0754758459,0.0335696696,0.0002523989,0,0,0,0,0,0,0.0001373819,6.24644727381659E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010869323,0.0008992129,0.000159102,0,0,0,0,0,0,1.20269142443191E-05,0.006341967,0.1109862777,0.0079844856,2.00944601565934E-05,0,0,0,0,0,6.01475913321535E-06,0.0460789467,1,0.0390864528,9.69720042150957E-07,0,0,0,0,0,0,0.0367132765,0.0498996386,0.0118029213,0.0002154586,0,0,0,0,0,0,0,0.0004286442,4.1033853911246E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008425001,0.0011883725,0.0003729121,0,0,0,0,0,0,0,0.0178819588,0.088836771,0.0237204635,1.23232075156689E-05,0,0,0,0,0,0.0015713751,0.0390864528,1,0.053686308,0.0009864203,0,0,0,0,0,0.0001885722,0.0109769599,0.1054731844,0.0087706428,0.000254163,0,0,0,0,0,0,0.0002848642,8.94902237053208E-05,0.0003043804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011515408,0.0008257184,7.06322898266398E-05,0,0,0,0,0,0,0.0007745056,0.0086258456,0.0411829631,0.009802091,0,0,0,0,0,0,9.69720042150957E-07,0.053686308,1,0.067957411,0.0006640783,0,0,0,0,0,0,0.0082285755,0.065921502,0.0125823844,1.46167961602475E-05,0,0,0,0,0,0,3.40008425764508E-05,0.0046149892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68911123667601E-05,0.0048765562,0.0002592979,0,0,0,0,0,0,0,0.0109870289,0.0649511146,0.0245740401,0,0,0,0,0,0,0.0009864203,0.067957411,1,0.1967200397,0.0022129871,0,0,0,0,0,0,0.0199384904,0.0487842959,0.0154149305,2.55378368639458E-06,0,0,0,0,0,0,0.0003961318,0.0002912246,0.000367301,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12792790308989E-06,0.0055725644,0.0001624694,0,0,0,0,0,0,0.0001020282,0.0557657865,0.064484376,0.0197824596,0.0001919238,0,0,0,0,0,0.0006640783,0.1967200397,1,0.0753414418,0.0011390207,0,0,0,0,0,2.04178161529022E-05,0.0204796215,0.0404240482,0.0285658117,6.73863042624965E-05,0,0,0,0,0,0,7.19006783102209E-05,0.0006470449,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42152017300028E-05,0.0011659581,9.32348083365469E-06,0,0,0,0,0,0,0,0.0164254788,0.0671296152,0.0183476894,0.000242491,0,0,0,0,0,0.0022129871,0.0753414418,1,0.0631363507,3.4313647907287E-05,0,0,0,0,0,0.000973083,0.011917001,0.0551833054,0.0283539312,3.29732121370041E-05,0,0,0,0,0,0,1.68222921257013E-06,0.0004605693,0.0040933308,0,0,0,0,0,0,0,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002403584,0.0016611504,1.60647462174636E-07,0,0,0,0,0,0,0.0003904436,0.0557932343,0.0392558062,0.0229370609,0,0,0,0,0,0,0.0011390207,0.0631363507,1,0.1076767863,0,0,0,0,0,0,4.75941575387466E-05,0.0272913308,0.0633380957,0.033747945,0,0,0,0,0,0,0,0,0.0007904344,0.0008779498,0,0,0,0,0,0,0,0,0,0
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001523868,0.0016458781,0,0,0,0,0,0,0,0.0020423938,0.0188312618,0.0665799482,0,0,0,0,0,0,0,3.4313647907287E-05,0.1076767863,1,0,0,0,0,0,0,0,0.0002911211,0.0296676347,0.0691361058,0,0,0,0,0,0,0,0,1.45914361214279E-05,0.0019380936,0,0,0,0,0,0,0,0,0,0
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001182326,8.76016985080893E-05,0,0,0,0,0,0,0,0,0.0318873019,0.0217844803,0,0,0,0,0,0,0,0,1,0.0457796539,0.0020709353,0,0,0,0,0,0,0,0.0954794481,0.0098239455,1.30011017922184E-06,0,0,0,0,0,0,0,2.31298160592833E-05,0.0003019576,0,0,0,0,0,0,0,0
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005917863,0,0,0,0,0,0,0,0,0.0122853234,0.0754758459,0.0367132765,0.0001885722,0,0,0,0,0,0,0.0457796539,1,0.0901161475,0.0014486052,0,0,0,0,0,0,0.0086069502,0.0640155767,0.0351464371,2.32734427707353E-08,0,0,0,0,0,0,2.1258387365888E-05,0.0002906602,0,0,0,0,0,0,0,0
285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.36551311143013E-05,0,0,0,0,0,0,0,0.0001440062,0.0335696696,0.0498996386,0.0109769599,0,0,0,0,0,0,0.0020709353,0.0901161475,1,0.0871864406,0.0071349021,0,0,0,0,0,2.00115969829267E-05,0.0053994253,0.0748545837,0.0124921699,1.24273645602869E-05,0,0,0,0,0,0,1.29935754522767E-05,0.0023178629,3.84982081556392E-05,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002166821,0.0001484155,0,0,0,0,0,0,0.0002523989,0.0118029213,0.1054731844,0.0082285755,0,0,0,0,0,0,0.0014486052,0.0871864406,1,0.101827785,0.0009891619,0,0,0,0,0,0,0.0196354873,0.1126265762,0.0165185018,9.50685135960341E-05,0,0,0,0,0,0,6.34016976910276E-09,0.0027220089,4.65661925616167E-05,0,0,0,0,0
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004522203,0.0006347993,0,0,0,0,0,0,0,0.0002154586,0.0087706428,0.065921502,0.0199384904,2.04178161529022E-05,0,0,0,0,0,0.0071349021,0.101827785,1,0.0707743439,0.0048620935,0,0,0,0,0,0.0001247937,0.0133832254,0.0422577785,0.0275141458,2.24274017708037E-05,0,0,0,0,0,0,0.0001446516,0.0015551911,1.5255540634693E-06,0,0,0,0
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002920883,0.0010336063,0.0001691305,0,0,0,0,0,0,0.000254163,0.0125823844,0.0487842959,0.0204796215,0.000973083,0,0,0,0,0,0.0009891619,0.0707743439,1,0.0924525961,0.0028473533,0,0,0,0,0,0,0.0071914218,0.0870132241,0.0071140092,0.0006562291,0,0,0,0,0,0,0,0.0006061982,0,0,0,0
293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013197425,0.0005154886,0,0,0,0,0,0,0,1.46167961602475E-05,0.0154149305,0.0404240482,0.011917001,4.75941575387466E-05,0,0,0,0,0,0.0048620935,0.0924525961,1,0.0343830778,0,0,0,0,0,0,0.000001659,0.0100062811,0.0501582716,0.0136858142,0.0003732748,0,0,0,0,0,0,4.4324851982513E-05,5.06008755193917E-05,0.0009737688,0,0
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001048238,0.009680966,0,0,0,0,0,0,0,2.55378368639458E-06,0.0285658117,0.0551833054,0.0272913308,0.0002911211,0,0,0,0,0,0.0028473533,0.0343830778,1,0.0472634933,0.0002639152,0,0,0,0,0,0.00029624,0.0173181296,0.0867763078,0.0235523808,1.25787997775555E-05,0,0,0,0,0,0,0.0007889759,0.0002835675,3.20415999029177E-06,0
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23252794329201E-05,0.0005483331,0,0,0,0,0,0,0,6.73863042624965E-05,0.0283539312,0.0633380957,0.0296676347,0,0,0,0,0,0,0,0.0472634933,1,0.0641892438,0,0,0,0,0,0,9.87582470884535E-05,0.0077996213,0.1001028067,0.0119000402,0,0,0,0,0,0,0,0.0003212051,0.0020717941,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68817231888151E-06,5.5505812140275E-07,0,0,0,0,0,0,0,3.29732121370041E-05,0.033747945,0.0691361058,0,0,0,0,0,0,0,0.0002639152,0.0641892438,1,0,0,0,0,0,0,0,8.78691501329362E-05,0.0171650673,0.055469985,0,0,0,0,0,0,0,0,0.0041463231,0.0005368866
321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.31323782483306E-07,0.0001373819,0,0,0,0,0,0,0,0,0.0954794481,0.0086069502,2.00115969829267E-05,0,0,0,0,0,0,0,1,0.1721456911,0.0001601925,0,0,0,0,0,0,0,0.0760795815,0.0088334368,1.12838830165553E-05,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48131798176784E-05,6.24644727381659E-07,0,0,0,0,0,0,0,0,0.0098239455,0.0640155767,0.0053994253,0,0,0,0,0,0,0,0.1721456911,1,0.1239397741,0.0011404242,0,0,0,0,0,0,0.0251392971,0.1688249454,0.0060686902,0.0004779917,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004286442,0.0002848642,0,0,0,0,0,0,1.30011017922184E-06,0.0351464371,0.0748545837,0.0196354873,0.0001247937,0,0,0,0,0,0.0001601925,0.1239397741,1,0.1046970753,0.0009551748,0,0,0,0,0,0.0016142019,0.017921548,0.0641359271,0.0089379957,0.0006690378,0,0,0,0,0
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1033853911246E-06,8.94902237053208E-05,3.40008425764508E-05,0,0,0,0,0,0,2.32734427707353E-08,0.0124921699,0.1126265762,0.0133832254,0,0,0,0,0,0,0.0011404242,0.1046970753,1,0.0429513131,0.000260001,0,0,0,0,0,7.36090399553776E-06,0.0039079861,0.0727957816,0.0344211159,0,0,0,0,0
329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003043804,0.0046149892,0.0003961318,0,0,0,0,0,0,1.24273645602869E-05,0.0165185018,0.0422577785,0.0071914218,0.000001659,0,0,0,0,0,0.0009551748,0.0429513131,1,0.0555469959,0.0008900166,0,0,0,0,0,5.04357390830821E-06,0.0184713831,0.0709668659,0.0158728847,0.0004120823,0,0,0
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002912246,7.19006783102209E-05,0,0,0,0,0,0,9.50685135960341E-05,0.0275141458,0.0870132241,0.0100062811,0.00029624,0,0,0,0,0,0.000260001,0.0555469959,1,0.0564831266,0.0016778741,0,0,0,0,0,0,0.0237055081,0.1060052064,0.0145073728,0,0,0
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000367301,0.0006470449,1.68222921257013E-06,0,0,0,0,0,0,2.24274017708037E-05,0.0071140092,0.0501582716,0.0173181296,9.87582470884535E-05,0,0,0,0,0,0.0008900166,0.0564831266,1,0.0570641867,0.0056274961,0,0,0,0,0,2.32061285066152E-05,0.0248918484,0.05433799,0.0039320353,1.18579300783089E-06,0
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004605693,0,0,0,0,0,0,0,0.0006562291,0.0136858142,0.0867763078,0.0077996213,8.78691501329362E-05,0,0,0,0,0,0.0016778741,0.0570641867,1,0.0585956173,0.0047557987,0,0,0,0,0,2.20975315801892E-05,0.0505334995,0.0567462615,0.0312967432,0.0001941627
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040933308,0.0007904344,1.45914361214279E-05,0,0,0,0,0,0,0.0003732748,0.0235523808,0.1001028067,0.0171650673,0,0,0,0,0,0,0.0056274961,0.0585956173,1,0.0416357881,0,0,0,0,0,0,1.75040100076043E-06,0.0177827275,0.1242526309,0.017669445
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008779498,0.0019380936,0,0,0,0,0,0,0,1.25787997775555E-05,0.0119000402,0.055469985,0,0,0,0,0,0,0,0.0047557987,0.0416357881,1,0,0,0,0,0,0,0,0.0002296471,0.0152591314,0.0239515078
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31298160592833E-05,2.1258387365888E-05,0,0,0,0,0,0,0,0,0.0760795815,0.0251392971,0.0016142019,0,0,0,0,0,0,0,1,0.0366155835,0.0005608618,0,0,0,0,0,0,0
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003019576,0.0002906602,1.29935754522767E-05,0,0,0,0,0,0,0,0.0088334368,0.1688249454,0.017921548,7.36090399553776E-06,0,0,0,0,0,0,0.0366155835,1,0.0477815149,0.0005872666,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023178629,6.34016976910276E-09,0,0,0,0,0,0,1.12838830165553E-05,0.0060686902,0.0641359271,0.0039079861,5.04357390830821E-06,0,0,0,0,0,0.0005608618,0.0477815149,1,0.0385439937,0.0017224447,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84982081556392E-05,0.0027220089,0.0001446516,0,0,0,0,0,0,0.0004779917,0.0089379957,0.0727957816,0.0184713831,0,0,0,0,0,0,0.0005872666,0.0385439937,1,0.0430365923,0.0022911494,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65661925616167E-05,0.0015551911,0,0,0,0,0,0,0,0.0006690378,0.0344211159,0.0709668659,0.0237055081,2.32061285066152E-05,0,0,0,0,0,0.0017224447,0.0430365923,1,0.0505301123,0.0001601415,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5255540634693E-06,0.0006061982,4.4324851982513E-05,0,0,0,0,0,0,0,0.0158728847,0.1060052064,0.0248918484,2.20975315801892E-05,0,0,0,0,0,0.0022911494,0.0505301123,1,0.0864006195,0.000661086,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06008755193917E-05,0.0007889759,0,0,0,0,0,0,0.0004120823,0.0145073728,0.05433799,0.0505334995,1.75040100076043E-06,0,0,0,0,0,0.0001601415,0.0864006195,1,0.0823365155,0.0004527592,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009737688,0.0002835675,0.0003212051,0,0,0,0,0,0,0,0.0039320353,0.0567462615,0.0177827275,0.0002296471,0,0,0,0,0,0.000661086,0.0823365155,1,0.0659401129,0.0002767245
377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20415999029177E-06,0.0020717941,0.0041463231,0,0,0,0,0,0,1.18579300783089E-06,0.0312967432,0.1242526309,0.0152591314,0,0,0,0,0,0,0.0004527592,0.0659401129,1,0.0705813579
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005368866,0,0,0,0,0,0,0,0.0001941627,0.017669445,0.0239515078,0,0,0,0,0,0,0,0.0002767245,0.0705813579,1
